1.000000000000000000e+00,1.000000000000000000e+02
5.000000000000000000e+00,9.000000000000000000e+01
2.000000000000000000e+00,5.800000000000000000e+01
8.000000000000000000e+00,5.800000000000000000e+01
2.000000000000000000e+00,6.800000000000000000e+01
4.000000000000000000e+00,1.020000000000000000e+02
3.000000000000000000e+00,1.100000000000000000e+02
7.000000000000000000e+00,9.600000000000000000e+01
3.000000000000000000e+00,7.000000000000000000e+01
1.000000000000000000e+01,4.600000000000000000e+01
2.000000000000000000e+00,4.933333333333332860e+01
3.000000000000000000e+00,6.533333333333332860e+01
8.000000000000000000e+00,8.400000000000000000e+01
4.000000000000000000e+00,9.200000000000000000e+01
6.000000000000000000e+00,7.600000000000000000e+01
6.000000000000000000e+00,6.433333333333332860e+01
3.000000000000000000e+00,4.700000000000000000e+01
1.000000000000000000e+00,5.700000000000000000e+01
5.000000000000000000e+00,6.400000000000000000e+01
7.000000000000000000e+00,7.800000000000000000e+01
9.000000000000000000e+00,8.200000000000000000e+01
1.200000000000000000e+01,7.200000000000000000e+01
2.000000000000000000e+00,6.600000000000000000e+01
1.000000000000000000e+00,5.039999999999999858e+01
1.000000000000000000e+01,5.760000000000000142e+01
7.000000000000000000e+00,5.919999999999999574e+01
5.000000000000000000e+00,6.960000000000000853e+01
5.000000000000000000e+00,7.600000000000000000e+01
8.000000000000000000e+00,7.440000000000000568e+01
3.000000000000000000e+00,7.426666666666667993e+01
1.000000000000000000e+00,5.800000000000000000e+01
1.000000000000000000e+01,5.800000000000000000e+01
6.000000000000000000e+00,5.800000000000000711e+01
7.000000000000000000e+00,7.000000000000000000e+01
6.000000000000000000e+00,7.800000000000000000e+01
2.000000000000000000e+00,7.333333333333332860e+01
4.000000000000000000e+00,7.371428571428572241e+01
4.000000000000000000e+00,5.885714285714286120e+01
8.000000000000000000e+00,5.657142857142856940e+01
1.400000000000000000e+01,5.771428571428570820e+01
8.000000000000000000e+00,6.971428571428572241e+01
6.000000000000000000e+00,8.000000000000000000e+01
8.000000000000000000e+00,7.371428571428570820e+01
5.000000000000000000e+00,7.207142857142856940e+01
8.000000000000000000e+00,5.757142857142856940e+01
5.000000000000000000e+00,5.450000000000000000e+01
5.000000000000000000e+00,5.850000000000000000e+01
3.000000000000000000e+00,7.400000000000000000e+01
5.000000000000000000e+00,8.500000000000000000e+01
3.000000000000000000e+00,7.850000000000000000e+01
1.200000000000000000e+01,7.394444444444444287e+01
7.000000000000000000e+00,5.966666666666666430e+01
8.000000000000000000e+00,5.777777777777777146e+01
1.000000000000000000e+00,6.000000000000000000e+01
5.000000000000000000e+00,7.377777777777778567e+01
4.000000000000000000e+00,8.133333333333334281e+01
1.300000000000000000e+01,7.555555555555555713e+01
9.000000000000000000e+00,7.075555555555555998e+01
1.000000000000000000e+00,6.168888888888888289e+01
5.000000000000000000e+00,6.079999999999999716e+01
1.000000000000000000e+00,6.480000000000001137e+01
2.000000000000000000e+00,7.279999999999999716e+01
9.000000000000000000e+00,7.879999999999999716e+01
1.100000000000000000e+01,7.200000000000000000e+01
4.000000000000000000e+00,7.221818181818181870e+01
5.000000000000000000e+00,6.549090909090909918e+01
4.000000000000000000e+00,6.363636363636364024e+01
8.000000000000000000e+00,6.436363636363637397e+01
1.100000000000000000e+01,6.872727272727273373e+01
1.300000000000000000e+01,7.454545454545454675e+01
1.000000000000000000e+00,6.981818181818181301e+01
1.000000000000000000e+00,7.351515151515151558e+01
4.000000000000000000e+00,6.815151515151514161e+01
9.000000000000000000e+00,6.500000000000000000e+01
1.000000000000000000e+01,6.333333333333333570e+01
8.000000000000000000e+00,6.866666666666667140e+01
5.000000000000000000e+00,7.600000000000000000e+01
3.000000000000000000e+00,7.466666666666665719e+01
6.000000000000000000e+00,7.587179487179487580e+01
4.000000000000000000e+00,6.771794871794871540e+01
1.000000000000000000e+01,6.184615384615384670e+01
9.000000000000000000e+00,6.276923076923076650e+01
5.000000000000000000e+00,7.046153846153845279e+01
2.000000000000000000e+00,7.846153846153845279e+01
7.000000000000000000e+00,7.600000000000000000e+01
7.000000000000000000e+00,7.503296703296703640e+01
9.000000000000000000e+00,6.685714285714286120e+01
8.000000000000000000e+00,6.114285714285713880e+01
3.000000000000000000e+00,6.399999999999999289e+01
4.000000000000000000e+00,7.200000000000000000e+01
4.000000000000000000e+00,7.971428571428570820e+01
6.000000000000000000e+00,7.514285714285713880e+01
1.000000000000000000e+01,7.365714285714285836e+01
5.000000000000000000e+00,6.659047619047619548e+01
4.000000000000000000e+00,6.320000000000000284e+01
0.000000000000000000e+00,6.613333333333333997e+01
3.000000000000000000e+00,7.253333333333333144e+01
8.000000000000000000e+00,7.840000000000000568e+01
7.000000000000000000e+00,7.306666666666666288e+01
1.400000000000000000e+01,7.248333333333333428e+01
3.000000000000000000e+00,6.740000000000000568e+01
2.000000000000000000e+00,6.450000000000000000e+01
5.000000000000000000e+00,6.675000000000000000e+01
8.000000000000000000e+00,7.025000000000000000e+01
5.000000000000000000e+00,7.525000000000000000e+01
7.000000000000000000e+00,7.125000000000000000e+01
2.000000000000000000e+00,7.244117647058823195e+01
5.000000000000000000e+00,7.029411764705882604e+01
3.000000000000000000e+00,6.635294117647057988e+01
7.000000000000000000e+00,6.729411764705881183e+01
7.000000000000000000e+00,6.847058823529411598e+01
1.000000000000000000e+01,7.435294117647057988e+01
5.000000000000000000e+00,7.129411764705882604e+01
3.000000000000000000e+00,7.287581699346405628e+01
2.000000000000000000e+00,6.949019607843138147e+01
7.000000000000000000e+00,6.577777777777778567e+01
4.000000000000000000e+00,6.577777777777777146e+01
6.000000000000000000e+00,6.800000000000000000e+01
6.000000000000000000e+00,7.400000000000000000e+01
0.000000000000000000e+00,7.266666666666665719e+01
6.000000000000000000e+00,7.373099415204679019e+01
7.000000000000000000e+00,6.967251461988303163e+01
9.000000000000000000e+00,6.442105263157894512e+01
5.000000000000000000e+00,6.484210526315789025e+01
3.000000000000000000e+00,6.715789473684210975e+01
4.000000000000000000e+00,7.368421052631578050e+01
4.000000000000000000e+00,7.221052631578947967e+01
6.000000000000000000e+00,7.244210526315789878e+01
9.000000000000000000e+00,6.858947368421053170e+01
8.000000000000000000e+00,6.380000000000000426e+01
4.000000000000000000e+00,6.600000000000000000e+01
5.000000000000000000e+00,6.800000000000000000e+01
2.000000000000000000e+00,7.339999999999999147e+01
1.000000000000000000e+01,7.100000000000000000e+01
1.000000000000000000e+01,7.103809523809522375e+01
3.000000000000000000e+00,6.797142857142856087e+01
3.000000000000000000e+00,6.438095238095237960e+01
3.000000000000000000e+00,6.723809523809524080e+01
3.000000000000000000e+00,6.876190476190475920e+01
3.000000000000000000e+00,7.314285714285713880e+01
1.100000000000000000e+01,6.971428571428572241e+01
6.000000000000000000e+00,7.085714285714286120e+01
2.000000000000000000e+00,6.884848484848485839e+01
2.000000000000000000e+00,6.563636363636364024e+01
3.000000000000000000e+00,6.709090909090909349e+01
1.000000000000000000e+01,6.727272727272726627e+01
5.000000000000000000e+00,7.145454545454545325e+01
1.400000000000000000e+01,6.818181818181818699e+01
6.000000000000000000e+00,7.068774703557312478e+01
6.000000000000000000e+00,6.931225296442687522e+01
7.000000000000000000e+00,6.608695652173912549e+01
7.000000000000000000e+00,6.591304347826087451e+01
4.000000000000000000e+00,6.556521739130434412e+01
1.100000000000000000e+01,7.095652173913043725e+01
3.000000000000000000e+00,6.834782608695653039e+01
3.000000000000000000e+00,7.260144927536231307e+01
2.000000000000000000e+00,7.058695652173912549e+01
4.000000000000000000e+00,6.766666666666667140e+01
7.000000000000000000e+00,6.633333333333332860e+01
8.000000000000000000e+00,6.616666666666667140e+01
4.000000000000000000e+00,7.100000000000000000e+01
5.000000000000000000e+00,6.916666666666667140e+01
7.000000000000000000e+00,7.259999999999999432e+01
6.000000000000000000e+00,7.052000000000001023e+01
8.000000000000000000e+00,6.624000000000000909e+01
6.000000000000000000e+00,6.512000000000000455e+01
0.000000000000000000e+00,6.559999999999999432e+01
3.000000000000000000e+00,7.120000000000000284e+01
2.000000000000000000e+00,6.943999999999999773e+01
7.000000000000000000e+00,7.242461538461537884e+01
8.000000000000000000e+00,7.025846153846153186e+01
3.000000000000000000e+00,6.646153846153846700e+01
3.000000000000000000e+00,6.584615384615383959e+01
4.000000000000000000e+00,6.615384615384614619e+01
2.000000000000000000e+00,7.061538461538461320e+01
3.000000000000000000e+00,6.815384615384616041e+01
6.000000000000000000e+00,7.043304843304842677e+01
9.000000000000000000e+00,6.941880341880342087e+01
5.000000000000000000e+00,6.651851851851851904e+01
3.000000000000000000e+00,6.607407407407407618e+01
1.000000000000000000e+00,6.577777777777777146e+01
8.000000000000000000e+00,6.948148148148148096e+01
8.000000000000000000e+00,6.696296296296296191e+01
9.000000000000000000e+00,6.917460317460317754e+01
3.000000000000000000e+00,6.849206349206349387e+01
4.000000000000000000e+00,6.671428571428572241e+01
3.000000000000000000e+00,6.657142857142856940e+01
9.000000000000000000e+00,6.585714285714286120e+01
1.000000000000000000e+01,6.828571428571427759e+01
1.300000000000000000e+01,6.628571428571427759e+01
2.000000000000000000e+00,6.912315270935960143e+01
4.000000000000000000e+00,6.959113300492610676e+01
2.000000000000000000e+00,6.717241379310344485e+01
9.000000000000000000e+00,6.648275862068966546e+01
5.000000000000000000e+00,6.496551724137930250e+01
1.500000000000000000e+01,6.813793103448276156e+01
5.000000000000000000e+00,6.703448275862069750e+01
3.000000000000000000e+00,7.112183908045976466e+01
7.000000000000000000e+00,7.062528735632183441e+01
1.000000000000000000e+01,6.746666666666666856e+01
1.200000000000000000e+01,6.533333333333334281e+01
8.000000000000000000e+00,6.480000000000001137e+01
7.000000000000000000e+00,6.800000000000000000e+01
4.000000000000000000e+00,6.866666666666665719e+01
2.000000000000000000e+00,7.209032258064516441e+01
5.000000000000000000e+00,7.135483870967742348e+01
4.000000000000000000e+00,6.722580645161289681e+01
3.000000000000000000e+00,6.580645161290323131e+01
4.000000000000000000e+00,6.645161290322580783e+01
2.000000000000000000e+00,6.967741935483871885e+01
6.000000000000000000e+00,6.993548387096774377e+01
6.000000000000000000e+00,7.222580645161289681e+01
7.000000000000000000e+00,7.075403225806451246e+01
6.000000000000000000e+00,6.650000000000000000e+01
1.000000000000000000e+00,6.512500000000000000e+01
4.000000000000000000e+00,6.587500000000000000e+01
1.000000000000000000e+00,6.887500000000000000e+01
4.000000000000000000e+00,6.887500000000000000e+01
1.600000000000000000e+01,7.146969696969696884e+01
1.200000000000000000e+01,7.029166666666665719e+01
4.000000000000000000e+00,6.678787878787878185e+01
3.000000000000000000e+00,6.545454545454545325e+01
6.000000000000000000e+00,6.557575757575757791e+01
3.000000000000000000e+00,6.812121212121212466e+01
1.300000000000000000e+01,6.751515151515151558e+01
1.200000000000000000e+01,7.040285204991087653e+01
5.000000000000000000e+00,7.067736185383245129e+01
2.000000000000000000e+00,6.858823529411765207e+01
3.000000000000000000e+00,6.729411764705882604e+01
8.000000000000000000e+00,6.588235294117646390e+01
6.000000000000000000e+00,6.764705882352940591e+01
1.200000000000000000e+01,6.694117647058823195e+01
5.000000000000000000e+00,7.089747899159664257e+01
6.000000000000000000e+00,7.184873949579831276e+01
4.000000000000000000e+00,7.005714285714284983e+01
2.000000000000000000e+00,6.754285714285714448e+01
8.000000000000000000e+00,6.514285714285713880e+01
6.000000000000000000e+00,6.720000000000000284e+01
3.000000000000000000e+00,6.697142857142857508e+01
3.000000000000000000e+00,7.182539682539682246e+01
3.000000000000000000e+00,7.240952380952381873e+01
6.000000000000000000e+00,7.066666666666667140e+01
9.000000000000000000e+00,6.733333333333334281e+01
8.000000000000000000e+00,6.466666666666667140e+01
7.000000000000000000e+00,6.688888888888888573e+01
6.000000000000000000e+00,6.688888888888888573e+01
3.000000000000000000e+00,7.172972972972974048e+01
1.100000000000000000e+01,7.175075075075073983e+01
9.000000000000000000e+00,6.972972972972972627e+01
1.000000000000000000e+01,6.681081081081080697e+01
2.000000000000000000e+00,6.486486486486487024e+01
6.000000000000000000e+00,6.756756756756756488e+01
3.000000000000000000e+00,6.767567567567567721e+01
4.000000000000000000e+00,7.206258890469416656e+01
7.000000000000000000e+00,7.155049786628734410e+01
6.000000000000000000e+00,7.000000000000000000e+01
4.000000000000000000e+00,6.747368421052631504e+01
4.000000000000000000e+00,6.631578947368420529e+01
5.000000000000000000e+00,6.800000000000000000e+01
1.000000000000000000e+01,6.778947368421052033e+01
8.000000000000000000e+00,7.133333333333332860e+01
6.000000000000000000e+00,7.104993252361673228e+01
6.000000000000000000e+00,6.964102564102563520e+01
0.000000000000000000e+00,6.748717948717948900e+01
2.000000000000000000e+00,6.635897435897436480e+01
8.000000000000000000e+00,6.769230769230769340e+01
6.000000000000000000e+00,6.738461538461538680e+01
3.000000000000000000e+00,7.144358974358974024e+01
4.000000000000000000e+00,7.157179487179487865e+01
4.000000000000000000e+00,7.029999999999999716e+01
3.000000000000000000e+00,6.779999999999999716e+01
1.200000000000000000e+01,6.590000000000000568e+01
8.000000000000000000e+00,6.679999999999999716e+01
6.000000000000000000e+00,6.670000000000000284e+01
4.000000000000000000e+00,7.125853658536586011e+01
5.000000000000000000e+00,7.149024390243903326e+01
2.000000000000000000e+00,6.985365853658537105e+01
6.000000000000000000e+00,6.721951219512195053e+01
1.200000000000000000e+01,6.536585365853659368e+01
1.600000000000000000e+01,6.702439024390244526e+01
